age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
48,4,4,7,0,1,1,4,0,2
42,4,4,3,1,1,1,4,0,1
25,4,4,0,1,0,2,4,0,1
19,3,3,3,1,1,2,3,0,3
33,3,4,8,1,1,3,4,0,3
42,4,4,4,1,1,3,4,0,2
34,4,4,3,1,1,1,4,0,2
40,4,4,4,1,1,1,3,0,2
43,2,3,7,1,1,3,4,0,1
36,2,1,6,1,1,2,3,0,1
35,1,2,0,1,0,4,4,0,1
33,4,4,2,0,0,1,3,0,3
25,2,3,2,1,1,2,4,0,3
30,3,2,3,1,1,3,3,0,3
22,2,4,4,1,1,3,4,0,1
36,4,4,2,1,1,3,3,0,1
30,1,3,4,1,1,3,4,0,3
25,4,4,1,1,0,1,4,0,2
35,1,2,4,1,0,4,4,0,3
34,4,4,2,1,1,1,4,0,3
30,4,4,3,1,1,2,1,0,2
26,3,3,2,1,1,1,3,0,2
38,2,3,4,1,1,1,2,0,2
26,3,4,3,1,1,2,3,0,2
45,1,3,7,1,0,1,3,0,1
46,4,4,3,0,0,1,4,0,2
