age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
36,3,4,6,1,1,2,4,0,1
46,1,2,3,1,1,2,1,1,1
18,3,4,1,1,1,3,1,0,1
47,1,1,4,1,1,2,2,0,1
24,1,2,3,1,1,3,2,0,3
22,4,4,0,1,1,1,3,0,1
33,4,4,5,1,1,3,3,0,1
22,1,2,2,1,1,3,4,0,3
41,4,4,5,1,1,1,4,0,3
46,4,4,3,0,0,1,4,0,2
37,4,4,5,1,1,3,4,0,2
44,2,3,1,0,1,2,4,0,2
28,3,4,1,1,1,3,4,0,1
40,3,3,4,1,1,2,2,0,1
20,2,3,1,0,1,3,2,0,1
22,2,3,1,1,1,2,1,0,1
34,3,4,4,1,1,1,3,0,1
20,3,4,1,0,1,2,4,0,3
35,4,4,5,1,1,1,4,0,1
27,3,4,2,1,1,1,3,0,3
37,4,4,3,1,1,1,4,0,2
32,3,3,4,1,1,2,1,0,3
49,1,2,8,1,1,3,1,1,1
47,1,3,9,1,0,3,3,0,3
24,4,4,2,1,1,2,4,0,2
45,1,3,1,1,1,2,3,1,1
38,2,4,5,1,1,3,3,0,1
27,3,4,2,1,1,3,2,0,3
28,2,3,3,1,1,2,4,0,3
39,1,2,2,1,0,2,4,0,3
26,3,3,3,1,1,3,3,0,3
26,4,4,1,1,0,1,4,0,1
23,3,3,2,1,0,3,4,0,2
24,4,4,2,1,0,1,3,0,2
23,2,3,2,1,0,3,2,0,3
39,4,4,3,0,1,1,4,0,2
32,4,4,4,1,1,2,3,0,2
23,4,3,1,1,1,2,2,0,3
31,3,4,4,1,0,3,3,0,3
25,2,4,3,1,1,1,4,1,2
22,3,4,2,1,1,2,4,0,3
42,4,4,8,0,1,1,4,0,2
34,2,4,7,1,1,2,3,0,3
35,4,4,3,0,1,1,4,0,1
28,4,4,5,1,0,3,4,0,1
34,4,4,1,0,0,2,3,0,1
25,2,3,1,1,0,2,1,0,1
22,4,4,1,0,1,3,1,0,3
31,1,1,3,1,1,4,2,1,3
39,1,1,5,1,0,3,1,1,1
29,3,4,2,1,1,1,3,0,1
26,3,2,4,1,1,3,4,0,3
