age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
40,3,4,5,1,1,1,2,0,3
