age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
24,1,3,4,1,1,3,3,0,3
22,1,2,3,1,1,3,1,1,3
25,2,2,1,1,1,3,3,0,3
33,4,4,2,1,1,1,3,0,1
25,2,3,4,1,0,3,2,0,3
34,2,3,2,1,1,2,3,0,3
20,2,2,2,1,1,2,2,1,1
25,4,4,3,1,1,1,4,0,3
30,4,4,3,1,1,2,1,0,2
40,4,4,3,1,1,3,4,0,1
48,4,4,16,1,1,1,4,0,3
44,1,3,4,1,1,3,3,1,1
22,4,4,1,1,0,2,2,0,2
38,4,4,2,1,0,1,4,0,3
36,4,4,3,1,0,2,4,0,2
35,4,4,3,1,1,1,4,0,1
45,3,4,3,1,1,1,4,0,1
22,2,2,1,1,1,3,1,1,1
44,3,4,4,1,0,1,3,0,1
27,3,3,4,1,1,2,4,0,1
29,4,4,1,1,1,1,3,0,1
25,3,3,0,1,1,3,4,0,1
36,4,4,3,1,1,1,4,0,3
32,1,2,4,1,1,3,2,1,1
25,3,3,1,1,1,2,2,0,1
25,3,4,3,1,1,2,3,0,2
