age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
35,3,4,3,1,1,2,3,0,1
44,4,2,2,0,0,3,4,0,1
49,4,4,4,1,1,3,4,0,3
30,1,1,1,0,1,2,2,0,1
27,1,4,4,1,0,3,4,0,2
37,4,3,3,1,1,3,1,0,1
39,2,2,3,1,1,1,2,1,3
30,4,3,2,1,0,2,3,1,3
27,2,4,1,1,0,2,1,0,2
21,2,2,8,1,1,3,2,0,3
23,3,4,2,1,1,3,4,0,1
21,4,4,2,1,0,3,3,0,1
32,4,3,1,1,1,2,4,0,3
20,5,3,1,1,1,1,4,0,2
33,1,4,3,1,1,3,3,1,1
42,5,4,1,0,1,3,3,0,1
43,4,4,13,1,1,2,3,0,2
44,1,1,3,1,1,4,1,0,1
33,2,1,3,1,1,3,4,1,3
32,4,4,-1,0,1,3,4,0,1
32,4,4,5,0,1,3,4,0,3
32,3,4,8,1,1,3,3,0,1
32,4,3,3,1,1,3,3,0,1
37,2,4,3,0,1,4,5,0,1
47,2,4,8,1,1,1,4,1,1
31,3,4,3,1,1,3,3,0,3
22,2,4,2,1,1,3,3,0,3
38,1,4,4,0,0,1,2,0,1
32,4,3,3,1,1,1,3,0,2
26,3,4,3,0,0,2,3,0,2
48,4,4,3,1,0,1,4,0,2
39,2,4,1,0,1,3,3,0,1
44,4,3,5,1,1,2,4,0,3
32,1,3,4,1,1,2,3,0,1
47,2,1,4,1,1,1,1,1,1
43,2,5,6,1,0,3,3,0,3
21,2,1,5,0,1,2,3,0,2
44,4,4,3,1,1,1,3,0,2
30,4,4,3,1,0,2,3,0,3
20,3,2,9,1,0,3,3,0,1
27,2,4,0,1,0,1,4,1,3
23,4,4,2,1,1,3,3,1,3
31,2,4,1,1,1,1,4,0,2
31,4,4,3,1,1,1,4,0,3
25,2,4,2,0,1,3,1,0,1
35,4,4,0,1,1,3,2,0,1
29,3,3,6,0,1,3,3,0,1
32,4,4,4,1,0,1,4,0,3
48,4,1,4,1,0,3,3,0,3
22,2,2,8,1,1,2,2,0,2
24,2,2,2,1,1,3,2,1,1
46,4,3,3,1,0,1,4,0,1
