age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
21,3,2,1,1,1,3,1,1,3
28,2,4,1,1,0,3,4,0,1
27,4,4,2,1,1,3,4,0,3
38,2,3,6,1,1,3,2,0,1
16,2,3,1,1,1,3,1,0,3
32,4,4,2,1,1,2,3,0,1
17,2,2,1,1,1,3,2,0,3
25,3,4,3,1,1,1,1,0,1
27,4,4,3,1,1,1,4,0,1
49,3,3,11,1,1,1,4,0,2
33,4,4,2,0,1,1,4,0,1
30,4,4,3,1,1,2,1,0,2
20,3,3,2,1,1,2,4,0,3
43,1,3,4,1,1,1,4,0,2
19,4,4,1,1,1,1,3,0,1
32,2,2,6,1,1,2,3,0,3
37,4,4,4,0,0,2,4,0,2
33,2,2,2,1,1,3,4,0,3
30,4,4,0,0,0,1,3,0,1
43,1,2,8,1,0,3,1,0,1
20,3,4,2,1,1,3,3,0,1
32,1,4,4,1,1,3,2,0,3
35,2,2,6,1,1,3,4,0,2
23,4,4,1,1,0,2,4,0,1
34,3,4,4,0,1,3,1,1,1
20,2,4,0,1,1,3,2,0,1
39,4,4,2,0,1,3,4,0,3
31,4,4,4,1,1,3,3,0,2
46,2,2,5,1,1,2,4,0,3
28,3,4,2,0,1,3,3,0,2
42,1,4,4,1,1,1,3,0,1
40,4,4,5,1,1,1,3,0,2
39,4,4,3,1,1,1,4,0,2
36,1,4,1,1,1,3,3,0,1
21,3,3,0,1,1,2,2,0,1
44,4,4,5,1,1,1,4,0,2
47,1,1,4,1,1,2,2,0,1
31,4,4,2,1,1,1,2,0,1
37,2,3,9,1,1,3,3,0,3
34,4,4,3,0,0,3,3,0,1
48,3,4,5,1,1,2,3,0,1
39,4,3,4,1,1,3,4,0,3
33,1,1,5,1,1,3,1,1,1
26,4,4,2,1,0,1,4,0,2
24,4,4,2,1,0,3,3,0,3
24,4,4,1,1,1,3,2,0,2
23,3,2,1,1,1,3,3,0,3
23,2,3,2,1,1,3,1,0,3
20,2,3,1,1,1,2,3,0,1
40,2,4,8,1,1,3,3,0,1
27,3,4,0,1,1,3,3,0,1
37,3,3,6,1,1,3,3,0,3
