age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
20,3,3,2,1,1,2,2,0,3
28,1,3,1,0,1,3,4,1,1
28,2,4,3,1,1,3,4,1,3
40,2,3,3,1,0,3,4,0,1
40,2,4,16,1,1,1,3,0,3
32,4,2,4,1,1,4,4,0,3
38,3,3,2,1,1,3,1,1,1
47,2,1,6,1,0,3,1,0,1
22,4,3,0,1,1,3,3,0,1
29,4,2,1,1,1,1,3,0,3
31,1,3,16,1,1,3,3,0,1
32,3,4,3,1,1,4,4,0,1
48,4,2,3,1,1,3,4,0,1
31,4,4,3,1,1,1,3,0,3
42,3,4,2,1,1,3,3,0,2
29,4,1,9,1,1,3,1,0,1
21,2,1,0,0,1,2,4,0,1
28,2,4,7,1,1,3,3,1,3
44,3,3,5,1,0,1,4,0,1
22,1,3,4,1,1,3,2,0,2
32,2,1,7,1,1,1,4,0,2
26,1,3,2,1,1,3,3,1,1
29,4,4,2,1,1,3,4,0,3
26,2,3,3,1,1,3,3,0,2
27,3,4,3,1,1,3,2,0,2
32,3,3,3,0,1,3,2,0,1
37,1,1,2,0,1,3,4,0,1
29,3,3,10,1,1,1,3,0,3
47,3,3,6,1,0,1,4,0,2
37,5,5,3,1,1,2,4,0,1
30,3,3,5,1,1,3,3,0,1
21,2,4,1,1,1,1,3,0,3
40,2,4,2,1,1,3,4,1,3
47,2,1,3,0,1,3,4,0,1
40,2,2,4,1,1,3,4,0,1
32,2,3,6,0,1,2,4,0,1
44,4,3,4,1,1,3,4,0,1
32,3,4,4,1,1,3,4,0,3
32,1,3,4,1,1,1,4,0,2
33,4,4,2,1,1,3,4,0,1
29,2,3,1,1,0,4,4,0,3
40,4,4,0,0,0,1,4,0,2
32,1,3,1,1,1,3,1,0,1
41,4,4,7,1,0,1,2,0,1
18,2,4,3,0,0,2,4,0,3
27,2,4,3,1,1,1,4,0,3
31,2,4,6,1,1,3,2,0,2
32,4,2,3,1,1,1,3,0,2
31,3,3,1,1,1,1,4,1,2
42,4,3,4,1,1,2,4,0,1
27,4,4,1,1,0,3,4,0,1
40,4,4,5,1,1,3,4,0,1
23,2,4,4,1,1,3,3,0,3
35,2,3,5,1,0,3,4,0,1
32,2,4,0,1,1,2,3,0,2
27,4,4,1,1,1,1,2,0,3
48,2,3,11,1,1,3,3,0,1
39,3,3,1,1,0,3,2,0,1
24,4,4,2,1,1,3,2,0,1
25,4,2,3,1,1,2,3,0,2
32,1,3,4,1,1,3,4,1,1
27,4,3,3,0,1,1,1,0,1
47,3,4,3,1,1,4,3,0,1
42,2,4,2,1,1,3,2,0,1
30,4,3,4,0,1,3,4,1,2
23,4,4,4,1,1,2,5,0,3
32,2,4,3,1,1,3,4,0,3
25,3,3,5,1,1,3,2,0,1
40,2,4,3,1,1,3,3,0,1
28,4,4,1,1,1,2,4,0,3
47,2,1,0,0,1,3,2,0,1
27,4,2,3,1,1,2,2,0,2
32,4,4,6,1,1,3,2,0,2
48,1,1,8,1,0,3,2,1,1
32,2,4,6,1,1,3,4,0,2
32,1,2,5,1,1,4,3,0,3
21,3,3,1,1,1,3,3,0,1
45,3,4,2,1,1,3,3,0,2
25,2,3,3,1,0,3,1,1,3
41,3,1,8,1,1,3,4,0,2
32,2,4,3,1,0,2,2,0,1
37,1,3,4,1,1,2,4,0,1
28,2,3,3,1,0,3,2,0,1
55,2,4,3,0,0,2,5,1,1
22,1,4,3,1,1,2,1,0,3
31,4,1,3,1,1,1,3,0,3
39,2,2,5,1,0,3,2,0,1
29,2,3,5,1,1,2,4,1,3
26,3,3,10,1,0,1,3,0,3
54,4,4,2,0,1,1,3,0,2
44,4,4,5,1,1,3,4,0,3
20,3,2,3,1,1,3,3,0,1
38,4,3,3,1,1,2,4,0,1
45,3,3,5,0,1,1,4,0,1
23,4,4,3,0,1,2,4,0,2
32,2,3,7,1,1,3,3,0,1
41,4,4,4,1,0,2,4,0,1
45,2,3,8,1,1,4,1,0,1
40,3,4,4,1,1,2,4,0,1
30,3,4,7,1,1,3,3,0,1
36,4,4,2,1,1,1,1,0,1
33,4,4,3,1,1,3,4,0,1
43,2,4,5,0,1,3,3,1,1
