age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
32,2,2,8,1,1,2,1,0,3
39,4,4,1,1,1,1,4,0,1
39,4,4,3,0,1,2,4,0,2
27,2,4,1,1,1,1,4,0,3
34,3,4,4,1,1,1,3,0,3
26,3,4,1,1,0,4,1,0,1
42,4,4,3,0,1,2,4,0,3
24,4,4,2,1,0,3,3,0,3
31,4,4,3,1,1,1,4,0,2
49,4,4,6,0,0,1,4,0,1
43,1,3,4,1,1,1,4,0,2
48,1,3,4,1,1,3,4,1,1
27,4,4,2,1,1,1,3,0,2
23,3,4,1,1,1,2,3,0,3
19,4,4,0,1,1,3,3,0,1
35,1,2,5,1,1,2,2,1,3
36,2,3,2,1,1,3,2,1,1
45,4,4,1,1,1,1,4,0,1
26,2,4,3,1,1,1,3,0,3
24,4,4,1,1,1,1,4,0,3
38,3,4,3,1,1,3,2,0,3
31,4,4,3,1,1,1,4,0,2
47,1,4,7,1,1,2,3,0,1
43,4,4,5,1,0,1,4,0,1
24,4,4,2,1,0,3,3,0,3
33,3,3,3,1,1,3,3,0,3
27,4,4,3,1,1,3,4,1,3
49,1,3,0,1,1,3,3,1,1
21,4,4,2,1,1,3,3,0,3
39,4,4,3,0,1,2,4,0,2
43,1,3,4,1,1,1,4,0,2
23,4,4,2,1,0,2,4,0,3
48,1,3,4,1,1,3,4,1,1
21,4,4,2,1,1,3,3,0,3
45,4,4,1,1,0,3,3,0,1
33,3,3,3,1,1,3,3,0,3
27,4,4,3,1,1,3,4,1,3
30,3,4,4,0,1,2,3,0,1
43,4,4,5,1,0,1,4,0,1
35,1,2,5,1,1,3,3,0,3
35,1,2,5,1,1,2,2,1,3
38,3,4,3,1,1,3,2,0,3
45,4,4,1,1,0,3,3,0,1
47,2,2,7,1,1,2,4,0,2
47,1,4,7,1,1,2,3,0,1
32,4,4,4,1,1,1,2,0,2
33,2,2,2,1,1,3,4,0,3
19,4,4,0,1,1,3,3,0,1
23,4,4,2,1,1,2,4,0,1
28,3,4,2,0,1,2,3,0,2
38,2,4,5,1,1,3,3,0,1
47,2,2,7,1,1,2,4,0,2
