age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
31,4,4,2,1,1,1,2,0,1
31,4,4,3,1,1,4,4,0,3
36,4,4,3,1,1,1,4,0,2
46,3,4,9,1,1,3,4,0,3
23,3,3,1,1,1,2,2,0,3
22,4,4,0,1,1,1,4,0,1
43,1,3,8,1,1,3,1,0,1
22,2,2,2,1,1,3,1,0,1
25,4,4,1,0,1,3,3,0,3
30,3,4,7,1,1,2,4,0,2
38,2,4,5,0,1,2,2,0,1
40,2,2,4,0,0,2,4,0,3
35,4,4,5,1,1,2,4,0,2
45,3,3,5,0,1,1,3,0,2
48,1,1,1,1,0,3,3,1,1
20,4,4,0,0,0,2,4,0,1
45,3,4,2,0,1,3,3,0,3
44,3,4,2,1,1,1,4,1,1
49,2,1,10,1,0,2,4,0,1
47,1,1,1,1,1,3,4,0,1
24,4,4,1,1,1,2,2,0,1
25,3,2,2,1,1,3,2,0,1
26,2,3,1,1,0,4,4,0,1
17,4,4,1,1,1,2,4,0,2
22,2,2,1,1,1,3,1,1,1
28,4,4,3,0,1,1,4,0,1
