age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
44,4,4,3,1,1,1,4,0,2
35,3,4,5,1,1,1,4,0,3
29,4,4,3,1,1,3,4,0,3
30,2,4,3,1,1,3,4,0,2
30,1,3,4,1,1,3,4,0,3
24,3,3,3,1,0,2,1,0,3
24,2,4,2,1,1,3,4,0,1
24,4,4,1,1,1,3,3,0,1
45,4,4,1,1,1,1,3,0,1
36,4,4,3,1,1,1,4,0,2
46,4,4,4,1,1,1,4,0,3
20,4,3,1,1,1,3,4,0,3
31,2,2,4,1,1,3,3,0,1
38,2,4,5,1,1,3,3,0,1
22,2,2,2,1,1,2,3,0,3
25,4,4,2,0,1,1,3,0,2
43,2,3,6,1,0,3,3,0,1
22,2,1,0,1,1,3,2,0,1
38,1,2,6,1,1,2,1,1,1
21,3,4,0,1,1,1,3,0,1
29,3,3,1,0,0,2,4,0,3
46,4,3,5,1,1,1,4,0,2
21,1,3,4,1,1,3,2,0,1
32,4,4,3,1,0,1,4,0,3
26,2,3,2,1,1,2,3,0,3
30,2,3,3,1,1,3,1,0,1
35,1,3,7,1,0,2,3,1,2
27,3,3,1,0,0,2,4,0,2
23,4,4,0,1,0,1,4,0,1
35,4,4,2,1,1,2,4,0,3
47,3,4,3,1,1,2,3,0,1
38,4,4,4,0,0,1,2,0,2
45,3,4,0,1,1,1,3,0,1
26,4,4,1,1,1,1,3,0,1
28,4,4,1,1,1,3,2,0,3
25,3,4,3,1,1,2,3,0,2
19,2,4,1,1,1,2,3,0,3
35,3,4,4,1,0,1,4,0,3
24,4,4,1,1,1,3,2,0,2
31,4,4,1,1,1,1,4,0,3
26,3,4,2,1,1,1,3,0,3
22,1,3,2,1,1,3,1,0,3
48,4,4,7,0,1,1,4,0,2
32,3,3,6,1,0,3,3,0,2
25,2,3,4,1,0,3,2,0,3
25,4,4,1,1,1,1,3,0,1
35,2,4,4,0,1,3,2,0,2
29,4,4,3,1,0,1,4,0,3
25,2,4,6,1,1,3,4,0,2
33,4,4,3,1,1,1,4,0,1
32,2,4,5,1,1,2,3,0,1
44,4,4,5,1,0,1,4,0,3
