age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
17,4,3,5,1,1,4,3,0,3
27,5,3,3,1,1,3,3,0,1
49,4,3,5,1,1,2,3,0,2
36,4,4,2,1,1,1,4,0,1
32,2,3,3,1,1,2,3,1,1
34,1,2,4,1,1,3,2,0,1
48,2,1,2,0,1,3,4,0,3
21,3,4,2,1,1,2,2,0,2
30,4,4,0,1,0,2,1,0,3
38,4,3,5,1,1,3,4,0,3
27,1,2,2,1,1,2,1,0,3
25,1,4,-1,1,1,3,4,0,3
47,2,3,3,1,1,2,3,0,1
22,2,4,10,0,1,3,3,0,1
39,2,4,3,1,1,3,4,0,2
29,2,3,1,1,1,1,1,0,1
48,3,4,7,1,1,3,4,0,3
22,2,3,2,1,1,3,4,0,1
21,4,3,2,1,1,3,3,0,1
20,3,4,3,0,1,2,4,0,3
48,4,4,8,1,1,3,2,0,2
17,3,4,3,1,1,2,4,0,3
29,1,3,4,1,1,3,3,1,1
42,1,4,3,1,1,3,4,0,2
43,3,1,4,1,1,3,4,0,2
32,2,4,3,1,1,3,4,0,2
25,1,4,1,1,1,1,1,0,1
22,1,4,1,1,0,2,4,0,1
28,2,2,4,1,1,3,3,0,1
32,3,4,5,1,1,3,4,0,3
26,3,4,1,1,0,4,1,1,1
30,4,4,2,1,1,4,3,0,2
33,4,4,6,1,1,3,2,0,3
47,4,2,7,1,1,1,2,0,1
45,4,4,3,1,1,4,3,1,1
30,1,2,16,1,1,1,4,0,1
24,2,4,3,1,1,3,1,0,1
40,3,4,1,0,1,1,2,0,1
32,3,3,2,1,1,3,1,0,3
25,4,4,5,1,1,1,4,0,3
26,2,3,5,1,1,3,2,0,3
32,4,4,2,0,1,1,4,0,2
35,2,4,2,1,0,3,1,1,1
24,2,3,2,1,1,2,2,0,3
25,4,3,2,1,1,1,3,0,2
35,4,4,5,1,1,3,4,0,2
20,2,2,3,0,1,1,2,0,1
36,2,4,0,1,1,3,2,0,1
26,2,4,3,1,1,4,3,0,3
32,2,3,2,1,1,3,1,0,1
16,1,3,5,1,1,3,4,0,3
28,2,3,2,1,1,3,3,0,3
