age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
35,1,3,0,1,1,2,2,1,1
27,2,3,1,1,0,3,4,0,1
31,4,4,3,1,1,1,4,0,2
31,3,3,2,1,0,3,3,0,2
43,3,4,5,1,1,3,2,1,2
36,3,3,8,1,1,3,2,0,1
25,3,3,3,1,1,3,3,0,3
21,3,4,0,1,1,1,3,0,1
22,4,4,1,1,1,2,4,0,3
38,4,4,2,1,1,3,4,0,3
43,4,4,5,1,1,1,4,0,3
24,3,4,2,1,1,2,4,0,1
33,3,4,4,1,0,2,4,0,3
46,1,2,7,1,1,3,1,1,1
38,3,3,5,1,1,1,4,0,1
24,2,3,2,1,1,2,1,0,3
47,4,4,4,1,1,1,4,0,1
33,4,4,2,1,0,1,4,0,3
27,3,3,4,1,1,2,4,0,1
21,2,3,0,1,1,3,4,0,1
32,4,4,3,0,1,3,3,0,2
28,4,4,1,0,1,2,4,0,1
19,4,4,1,1,1,2,3,0,3
42,4,4,4,1,1,3,4,0,2
40,3,4,6,1,1,1,3,0,3
27,3,4,4,1,1,3,4,0,3
