age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
32,2,3,1,1,1,3,3,0,1
38,1,2,8,1,1,3,3,1,1
45,2,2,9,1,1,3,3,0,2
20,2,3,1,1,1,2,3,0,1
36,4,4,3,0,1,2,4,0,3
40,3,3,1,0,1,3,4,0,1
31,3,3,2,1,0,3,3,0,2
23,3,1,1,1,0,3,3,0,2
36,4,4,3,0,1,1,3,0,2
47,1,4,6,1,1,1,4,0,1
35,2,3,8,1,1,3,2,0,1
38,2,2,10,1,1,3,2,0,1
24,2,3,5,1,1,3,3,0,3
40,3,3,1,1,0,3,3,0,1
24,2,4,2,1,1,3,3,0,2
17,3,4,1,1,1,2,1,0,3
45,2,2,7,1,1,3,1,1,1
28,4,4,2,0,1,1,4,0,2
21,3,3,2,1,1,2,2,0,1
41,3,3,5,1,1,1,4,0,2
41,1,3,10,1,1,2,3,1,1
45,1,2,6,1,1,3,3,1,1
44,2,1,3,1,0,3,2,0,1
25,4,4,1,1,1,1,3,0,1
42,3,3,4,0,1,3,4,0,2
45,4,4,3,1,1,1,4,0,3
49,2,3,4,1,1,2,3,0,1
47,2,2,4,1,1,3,1,0,1
32,2,4,5,1,1,3,4,0,3
23,4,4,3,1,1,3,3,0,3
25,2,2,1,1,1,3,1,0,3
32,3,4,4,1,1,1,4,0,1
26,4,4,1,1,1,1,4,0,1
38,1,2,6,1,1,2,1,1,1
42,4,4,5,1,1,1,4,0,2
34,2,3,3,1,0,3,2,0,1
45,2,3,6,1,1,3,2,1,1
35,4,4,3,1,1,1,4,0,2
49,4,4,1,1,1,3,4,0,1
23,3,4,2,1,1,3,4,0,1
30,2,4,2,1,1,3,4,0,1
30,1,1,5,1,1,2,2,0,1
35,1,3,0,1,1,2,2,1,1
28,2,3,2,1,1,3,3,0,2
30,1,3,1,1,1,3,4,0,1
32,2,3,4,1,1,3,2,0,3
20,2,2,2,1,1,3,2,1,3
20,2,3,1,0,1,3,2,0,1
22,1,2,0,1,1,2,4,0,1
23,4,4,0,0,1,2,4,0,1
29,2,3,4,1,1,3,2,0,3
35,4,4,2,0,1,3,3,0,1
