age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
43,1,2,1,1,1,3,4,1,1
43,3,4,5,1,1,3,2,1,2
38,4,4,2,1,1,1,4,0,2
20,3,3,1,1,1,2,3,0,1
38,4,4,4,1,1,2,4,0,2
46,1,2,8,1,1,3,3,1,1
24,4,4,2,1,0,1,3,0,2
42,4,3,7,1,0,1,4,0,2
29,3,4,4,1,1,1,4,0,1
30,3,3,3,1,0,3,2,0,3
25,3,3,1,1,1,3,2,0,1
37,4,4,6,1,0,3,4,0,3
37,1,2,2,1,1,2,2,1,1
29,2,4,2,1,1,3,2,0,3
41,1,4,4,1,1,3,3,0,1
29,3,4,2,1,1,1,4,0,2
24,2,4,2,1,1,3,3,0,2
30,4,4,3,1,1,2,1,0,2
38,4,4,1,1,0,1,4,0,1
21,4,4,1,0,1,2,4,0,3
33,2,2,7,1,0,2,3,0,3
34,4,4,2,1,1,1,4,0,2
25,1,2,3,1,1,2,3,0,3
22,4,4,0,1,1,1,4,0,1
26,3,4,3,1,1,2,3,0,2
19,3,3,1,1,1,2,4,0,1
22,2,3,2,1,1,3,1,0,1
33,4,4,5,1,1,2,4,0,2
38,4,4,6,1,0,3,3,0,2
24,3,4,1,1,0,3,3,0,1
26,4,4,2,0,1,1,4,0,2
21,4,4,1,1,1,1,4,0,2
33,2,3,2,1,1,3,2,0,1
33,2,3,1,1,1,3,4,0,1
31,4,4,2,0,1,1,4,0,3
35,3,4,5,1,1,1,4,0,3
40,2,4,3,0,1,3,4,0,3
30,3,3,4,1,0,2,2,0,3
43,3,3,4,1,1,2,4,0,1
32,3,3,4,1,0,3,3,0,2
32,3,4,5,1,1,1,2,0,2
26,4,4,3,1,1,1,4,0,1
39,4,4,3,1,1,1,4,0,2
42,4,4,1,1,0,1,4,0,1
35,3,3,4,1,1,3,2,0,2
21,3,4,3,1,1,1,4,0,2
33,3,4,3,0,1,2,4,0,2
42,1,3,12,1,1,3,3,0,1
25,4,4,2,1,1,3,2,0,1
27,4,4,3,1,1,1,4,0,1
32,2,1,5,1,0,2,2,0,2
47,1,1,8,1,1,3,4,1,2
