age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
46,3,4,2,1,1,2,4,0,3
39,4,3,1,1,1,1,6,0,1
24,3,3,1,1,1,2,2,0,2
34,1,3,3,0,1,3,4,0,1
20,2,2,3,1,1,1,2,1,3
38,4,3,0,1,1,1,4,0,2
31,3,3,2,1,1,3,4,0,1
40,1,3,1,1,0,3,1,1,1
38,1,4,4,1,0,3,4,0,1
29,1,3,3,1,0,4,4,0,3
32,3,4,3,1,0,3,2,0,1
24,2,3,1,1,0,3,2,0,3
23,2,4,9,1,1,3,2,0,1
32,2,4,3,0,1,1,4,0,2
48,2,3,6,1,1,3,3,0,2
36,4,4,3,0,1,3,4,0,3
22,4,4,0,1,0,1,4,1,1
26,3,4,1,1,0,4,3,0,1
27,4,4,2,1,1,3,4,0,3
59,4,4,4,1,1,1,4,0,1
26,2,3,5,1,1,1,3,0,2
23,4,4,4,1,0,3,1,0,1
47,3,4,2,1,1,1,4,0,2
22,2,4,4,1,1,3,3,0,1
40,4,4,2,1,0,3,4,0,1
25,4,4,3,1,1,1,4,0,2
