sepal_length,sepal_width,petal_length,petal_width,species
6.1,2.5,4.7,1.2,Iris-versicolor
5.7,3.8,1.7,0.3,Iris-setosa
7.7,2.6,6.9,2.3,Iris-virginica
6.0,2.9,4.5,1.5,Iris-versicolor
6.8,2.8,4.8,1.4,Iris-versicolor
3.519710044229406,3.4,1.5,0.4,Iris-setosa
5.6,2.9,3.6,1.1922714374919101,Iris-versicolor
6.9,3.1,1.2,2.1,Iris-virginica
6.2,2.2,4.5,1.5,Iris-versicolor
5.8,2.7,3.9,0.6150515704429584,Iris-versicolor
6.5,3.2,5.1,2.0,Iris-virginica
4.8,3.0,1.4,0.1,Iris-setosa
5.5,3.5,1.3,0.2,Iris-setosa
4.9,3.1,1.5,0.1,Iris-setosa
5.1,3.8,1.5,0.3,Iris-setosa
6.3,3.3,4.7,1.6,Iris-versicolor
6.5,3.0,5.8,2.2,Iris-virginica
5.6,2.5,3.9,1.1,Iris-versicolor
6.346720105418599,2.8,4.5,1.3,Iris-versicolor
6.7,2.8,5.6,2.2,Iris-virginica
4.7,3.2,0.8605890767269208,0.2,Iris-setosa
6.1,3.0,4.9,1.8,Iris-virginica
5.0,3.4,1.6,1.3416244355215512,Iris-setosa
6.4,2.322782849346134,5.6,2.1,Iris-virginica
7.9,3.8,6.4,2.0,Iris-virginica
6.4,3.0,5.2,2.3,Iris-virginica
6.7,2.5,5.8,1.8,Iris-versicolor
6.8,3.2,5.9,2.3,Iris-virginica
4.8,3.0,1.4,0.3,Iris-setosa
5.04942550549373,3.3410457197712655,1.6,0.2,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa
5.7,4.4,1.5,0.4,Iris-setosa
6.7,3.1,4.4,1.4,Iris-versicolor
4.9,3.4,1.6,0.2,Iris-setosa
4.5,3.2,1.3,0.2,Iris-setosa
6.3,2.5,5.0,1.9,Iris-virginica
6.4,3.2,4.5,1.5,Iris-setosa
5.2,3.5,1.5,0.2,Iris-setosa
5.0,3.6,1.4,0.2,Iris-setosa
