age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
28,3,4,3,1,1,1,4,0,2
26,4,4,1,1,0,2,3,0,2
35,3,3,4,1,1,3,2,0,2
22,3,4,2,1,1,2,4,0,3
33,3,3,8,1,1,3,4,0,3
25,3,3,2,1,1,2,3,0,3
47,1,1,6,1,0,3,1,0,1
30,2,3,3,1,1,3,1,0,1
31,4,4,3,0,1,2,4,0,2
45,2,2,9,1,1,3,3,0,2
40,4,4,6,0,0,1,4,0,2
28,3,4,0,1,0,3,4,0,1
25,2,4,1,1,1,2,2,0,1
49,4,4,10,1,1,1,4,0,2
30,4,2,0,1,0,3,3,0,1
29,3,4,4,1,0,1,3,0,1
29,4,4,3,1,1,1,4,0,2
44,2,4,4,1,1,3,3,0,2
29,3,3,6,1,1,3,3,0,3
21,3,4,1,1,1,3,2,0,3
27,4,4,1,1,1,1,2,0,1
34,4,4,6,1,1,2,2,0,3
46,1,4,8,1,1,1,4,1,1
36,4,3,3,1,0,3,2,0,1
43,1,2,8,1,0,3,1,0,1
34,2,3,2,1,1,3,3,0,2
38,4,4,3,0,0,2,4,0,2
28,3,4,1,1,1,3,1,1,1
37,2,3,7,1,1,3,4,0,2
37,4,3,8,1,1,1,4,0,2
34,2,3,3,0,1,3,2,1,3
24,4,4,2,1,0,1,3,0,2
20,4,4,1,1,1,1,4,0,1
35,4,4,4,0,0,1,4,0,3
21,4,4,1,1,1,3,4,0,1
36,4,4,6,0,1,1,2,1,3
32,4,4,4,0,0,2,4,0,2
25,4,4,2,1,1,2,4,0,3
43,2,4,13,1,1,2,3,0,2
32,2,2,2,1,1,2,4,0,1
24,3,4,1,1,1,3,4,0,3
49,3,3,11,1,1,1,4,0,2
23,3,3,1,1,0,2,4,0,1
31,4,4,2,0,1,1,4,0,3
46,4,4,4,1,1,1,4,0,3
31,3,4,0,1,0,2,3,0,1
21,2,3,0,1,1,3,4,0,1
35,1,2,0,1,0,4,4,0,1
27,2,2,5,1,1,3,3,0,3
35,4,4,5,1,0,1,4,0,2
21,3,3,1,1,1,3,1,0,3
45,3,3,5,0,1,1,3,0,2
