age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
42,4,4,3,1,0,1,3,0,1
27,3,2,3,1,1,3,2,0,3
36,4,3,3,1,0,3,4,0,1
32,4,4,0,1,1,2,4,0,1
48,3,4,4,1,1,2,4,0,1
21,2,1,16,1,0,3,3,0,3
38,4,4,5,1,1,3,3,0,3
30,4,4,4,1,1,3,2,0,3
34,4,3,16,1,1,3,4,1,1
32,4,4,1,0,1,3,4,0,2
36,4,4,3,1,1,1,4,1,3
30,1,3,3,1,1,3,3,0,3
43,4,4,3,1,1,3,3,0,1
34,4,4,3,1,1,3,4,0,2
28,2,4,0,1,1,3,4,0,1
32,3,2,3,1,1,3,1,0,3
31,3,2,5,1,1,3,3,1,3
33,4,4,2,0,1,1,4,0,1
21,3,3,3,0,1,1,4,0,3
32,4,4,3,1,1,1,4,0,1
32,4,4,5,1,1,1,1,0,1
48,3,2,3,1,1,2,3,0,1
39,2,2,6,0,0,4,1,1,1
32,4,4,3,1,0,1,2,0,1
37,4,4,1,1,1,1,4,0,3
43,2,2,1,1,1,1,3,0,3
34,4,4,0,1,0,3,3,1,1
33,2,4,6,1,1,3,3,1,3
25,3,1,1,1,1,3,1,0,3
35,1,4,5,1,1,2,3,1,3
37,2,3,3,1,0,3,3,0,3
48,3,3,5,1,1,1,3,0,1
33,1,3,5,1,1,3,2,0,2
23,5,4,2,1,1,3,2,0,2
42,3,3,4,1,1,3,4,0,2
21,4,4,2,1,1,2,2,0,1
22,1,3,2,1,0,4,1,0,1
28,4,4,2,1,1,3,4,1,2
32,2,2,3,1,1,4,3,0,3
41,2,2,3,1,0,2,4,0,1
28,2,2,3,1,0,3,3,0,1
47,2,3,5,1,1,3,3,0,3
32,1,2,4,1,1,3,3,0,3
36,4,4,3,1,0,1,2,0,3
29,2,3,1,0,1,2,1,0,1
45,4,3,16,1,1,2,3,0,3
47,1,1,2,1,1,2,1,1,1
23,4,3,0,0,0,3,1,0,1
27,3,1,4,1,0,3,3,0,3
37,1,2,4,1,1,1,1,0,1
36,2,4,2,1,1,4,4,0,1
35,4,3,1,1,0,4,4,0,3
