age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
44,1,2,7,1,1,3,4,0,1
19,3,3,1,1,1,2,1,0,3
33,4,4,2,0,0,1,3,0,2
44,4,4,3,1,0,1,4,0,2
32,4,4,3,0,1,1,4,0,3
39,4,4,3,1,1,1,4,0,2
46,4,4,1,0,1,1,4,0,1
36,4,4,3,0,1,3,4,0,3
22,4,4,1,1,0,2,4,0,3
24,3,3,2,1,1,3,3,0,1
48,1,1,8,1,1,1,1,1,1
25,1,4,2,1,0,3,3,1,1
43,1,3,5,1,0,3,2,0,1
28,3,4,2,0,1,3,3,0,2
19,2,3,0,1,0,2,2,0,1
23,2,4,2,1,1,3,3,0,1
41,4,4,4,0,0,2,4,0,2
30,3,3,5,1,0,3,4,0,1
21,3,3,1,1,0,3,2,0,1
41,3,2,11,1,1,2,3,0,1
26,3,3,3,1,0,2,4,0,1
41,2,4,1,1,1,2,3,0,1
41,4,4,5,1,1,1,4,0,3
35,3,4,5,1,1,1,4,0,3
22,3,3,2,1,1,3,1,0,3
36,3,4,7,1,1,2,2,0,2
46,4,4,4,1,1,1,4,0,2
20,2,2,1,1,1,3,2,0,3
44,4,4,4,1,0,2,3,0,2
33,3,3,5,1,1,3,4,0,2
26,2,4,3,1,1,3,4,0,1
42,4,4,5,1,1,1,4,0,3
41,1,4,5,1,0,2,4,0,3
22,4,4,1,1,1,1,2,0,2
41,3,4,3,0,1,2,4,0,1
37,4,4,4,0,0,2,4,0,2
39,3,3,8,1,0,1,4,0,3
28,3,4,2,1,1,2,3,0,3
40,4,4,3,0,1,3,4,0,1
34,3,4,4,0,1,3,1,1,1
32,3,4,1,0,1,2,4,0,1
37,4,4,2,1,1,1,4,0,1
23,3,4,2,1,1,3,4,0,1
22,4,4,0,1,0,2,4,0,1
28,4,4,5,1,0,3,4,0,1
35,4,4,2,1,0,1,4,0,2
24,2,2,3,1,1,2,4,0,1
21,4,4,1,1,1,3,3,0,1
24,2,4,2,1,1,3,4,0,1
25,4,4,1,1,1,1,4,0,3
26,4,4,1,1,1,1,3,0,1
21,3,2,1,1,1,3,1,1,3
44,2,3,1,0,1,2,4,0,2
25,3,3,3,1,1,3,2,0,3
39,2,3,10,1,1,3,4,0,1
36,1,1,5,1,1,3,3,0,3
37,4,4,3,1,1,3,4,0,2
36,4,4,4,1,1,1,4,0,3
44,4,4,4,1,1,1,4,0,2
39,1,2,2,1,0,2,4,0,3
34,4,4,1,0,0,2,3,0,1
25,3,3,1,1,1,2,1,0,3
22,3,3,0,1,1,2,2,0,1
47,3,4,11,1,0,2,3,0,2
29,1,2,5,1,0,1,2,0,3
35,4,4,3,1,1,2,3,0,2
28,4,4,5,1,1,2,4,0,3
30,2,2,4,1,1,2,1,0,3
37,4,4,3,1,1,2,4,0,3
24,1,4,1,1,0,4,2,1,2
40,3,4,6,1,1,1,3,0,3
20,3,4,0,1,1,3,3,0,1
24,1,2,3,1,1,3,2,0,3
33,4,4,5,1,1,3,4,0,1
47,4,4,1,1,0,1,3,0,1
37,3,3,11,1,1,1,2,0,3
29,4,4,2,1,1,1,4,0,2
44,4,4,4,0,1,2,3,0,3
22,4,4,2,1,1,3,4,0,3
35,1,2,9,1,0,3,1,0,2
33,4,4,5,1,1,3,3,0,1
29,3,4,2,1,1,1,4,0,2
23,2,2,2,1,1,3,3,0,1
32,3,4,4,1,1,3,2,0,3
47,1,2,4,1,1,2,2,0,1
34,4,4,2,0,1,1,4,0,1
47,1,1,8,1,1,3,4,1,2
25,4,4,1,0,1,2,3,0,1
33,4,4,5,1,1,1,4,0,3
34,4,4,2,1,1,3,3,0,3
49,2,2,8,1,0,3,1,0,1
41,3,4,5,1,1,1,3,0,2
34,4,3,3,0,1,2,4,0,3
31,4,4,3,1,0,1,4,0,3
29,3,3,1,0,0,2,4,0,3
23,4,4,1,1,1,3,4,0,2
31,4,4,1,1,1,1,4,0,2
23,2,2,1,1,1,2,4,0,3
22,3,3,1,1,1,3,2,0,3
41,2,3,1,1,0,2,3,0,1
25,2,3,1,1,1,3,1,0,3
31,4,4,5,1,0,1,4,0,3
39,4,3,1,1,0,2,2,0,3
