age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
26,4,4,2,1,0,3,3,0,3
35,2,4,3,0,0,3,4,1,2
26,4,4,0,1,1,3,4,0,1
45,3,4,6,1,1,2,4,0,1
43,3,3,5,1,0,3,3,0,3
32,2,3,4,1,1,3,2,0,3
34,4,4,5,1,1,3,4,0,2
24,2,4,2,1,1,3,3,0,2
26,3,4,2,1,0,2,4,0,3
26,3,4,2,1,0,2,4,0,3
29,1,4,3,1,1,4,4,1,3
48,4,4,5,1,1,1,4,0,1
26,4,4,2,1,0,3,3,0,3
30,2,3,2,1,0,2,4,0,1
28,4,4,2,1,0,1,3,0,2
42,3,3,4,1,1,2,4,0,2
26,4,4,0,1,1,3,4,0,1
37,1,2,2,1,1,2,2,1,1
30,3,4,7,1,1,2,4,0,2
30,3,4,7,1,1,2,4,0,2
35,4,4,4,1,1,1,4,0,3
26,4,4,1,1,0,2,4,0,3
43,3,3,5,1,0,3,3,0,3
26,4,4,1,1,0,2,4,0,3
35,2,4,3,0,0,3,4,1,2
26,2,4,3,1,1,3,4,0,1
34,4,4,5,1,1,3,4,0,2
34,4,4,5,1,1,3,4,0,2
26,3,4,2,1,0,2,4,0,3
26,2,4,3,1,1,3,4,0,1
26,2,4,0,1,1,4,1,0,1
26,3,4,2,1,0,2,4,0,3
26,4,4,1,1,0,2,4,0,3
29,1,4,3,1,1,4,4,1,3
37,1,2,2,1,1,2,2,1,1
26,4,4,2,1,0,3,3,0,3
24,2,4,2,1,1,3,3,0,2
35,4,4,5,1,0,1,4,0,2
35,4,4,4,1,1,1,4,0,3
38,2,2,10,1,1,3,2,0,1
35,4,4,4,1,1,1,4,0,3
29,1,4,3,1,1,4,4,1,3
35,2,4,3,0,0,3,4,1,2
34,4,4,5,1,1,3,4,0,2
42,3,3,4,1,1,2,4,0,2
26,2,4,0,1,1,4,1,0,1
26,4,4,0,1,1,3,4,0,1
30,3,4,3,1,1,2,3,0,3
44,1,3,0,1,1,2,3,0,1
34,4,4,2,1,0,1,4,0,1
48,4,4,5,1,1,1,4,0,1
35,4,4,4,1,1,1,4,0,3
43,3,3,5,1,0,3,3,0,3
35,4,4,4,1,1,1,4,0,3
34,4,4,2,1,0,1,4,0,1
32,2,3,4,1,1,3,2,0,3
47,1,4,7,1,1,2,3,0,1
35,4,4,4,1,1,1,4,0,3
26,2,4,0,1,1,4,1,0,1
47,1,4,7,1,1,2,3,0,1
35,2,4,3,0,0,3,4,1,2
35,4,4,5,1,0,1,4,0,2
34,4,4,2,1,0,1,4,0,1
38,2,2,10,1,1,3,2,0,1
47,1,4,7,1,1,2,3,0,1
34,4,4,5,1,1,3,4,0,2
30,2,3,2,1,0,2,4,0,1
26,4,4,0,1,1,3,4,0,1
38,2,2,10,1,1,3,2,0,1
38,2,2,10,1,1,3,2,0,1
26,3,4,2,1,0,2,4,0,3
26,2,4,0,1,1,4,1,0,1
