age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
26,2,4,3,1,1,3,4,0,3
39,4,4,4,1,0,1,4,0,2
43,2,3,6,1,0,3,3,0,1
24,2,3,2,1,1,3,1,0,1
32,4,4,4,0,0,2,4,0,2
25,2,2,2,1,1,3,1,0,1
27,3,4,2,1,0,2,2,0,1
22,1,2,3,1,1,3,1,1,3
41,1,3,10,1,1,2,3,1,1
32,1,3,4,1,1,2,2,1,1
32,4,4,1,0,1,1,4,0,1
19,3,3,2,1,1,3,2,0,1
25,4,4,1,1,1,1,4,0,1
41,2,3,1,1,0,2,3,0,1
28,3,4,0,1,1,3,2,0,1
21,4,4,1,1,1,1,4,0,2
25,3,4,0,1,1,1,3,0,1
24,1,2,3,1,1,3,2,0,3
36,2,4,5,1,1,2,3,0,1
31,3,4,2,1,1,1,2,1,1
33,3,4,2,1,1,1,4,0,2
33,4,4,3,1,1,1,4,0,3
44,4,4,5,1,0,1,4,0,2
29,3,4,3,1,1,3,2,0,3
20,4,4,2,1,1,1,3,0,3
37,4,4,3,1,1,2,4,0,3
23,4,4,1,1,1,3,3,0,2
25,4,4,1,1,1,1,4,0,3
22,3,4,2,1,1,2,4,0,3
29,2,3,4,1,1,3,2,0,3
42,1,3,12,1,1,3,3,0,1
28,1,4,0,1,0,4,1,0,1
31,4,4,1,1,1,1,4,0,2
28,1,2,4,1,1,2,3,0,3
20,2,3,1,1,1,3,4,0,1
31,1,1,3,1,1,4,2,1,3
28,2,4,0,1,1,3,1,0,1
46,3,4,9,1,1,3,4,0,3
30,3,3,2,1,1,2,3,0,2
44,3,4,4,1,0,1,3,0,1
24,3,4,2,1,1,2,2,0,1
31,3,4,5,1,1,3,1,0,3
25,3,3,1,1,1,3,4,0,1
43,4,4,5,1,1,1,3,0,1
31,4,4,3,1,1,1,4,0,2
32,3,3,7,1,0,2,3,0,1
35,2,3,6,1,0,3,2,0,3
48,1,1,8,1,0,2,2,1,1
39,2,1,5,1,1,2,1,1,1
45,4,4,0,1,1,2,4,0,1
21,3,3,1,0,1,3,2,0,3
44,4,4,8,1,1,2,4,0,3
