age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
24,4,4,2,1,1,2,4,0,2
27,3,4,0,1,1,3,3,0,1
46,4,4,6,1,1,1,4,0,1
19,4,4,1,1,1,1,3,0,1
45,4,4,0,1,1,2,4,0,1
25,1,4,1,1,1,2,1,0,1
43,4,4,3,1,1,1,4,0,3
37,3,4,4,0,1,2,4,0,3
25,4,4,1,1,1,1,4,0,3
49,2,3,4,1,1,2,3,0,1
43,1,2,8,1,1,2,2,1,1
23,4,3,3,1,1,3,3,0,2
38,4,4,5,1,1,1,3,0,2
37,4,3,8,1,1,1,4,0,2
26,4,4,1,1,0,2,3,0,2
44,3,4,4,1,0,1,3,0,1
26,4,4,4,1,1,3,4,0,3
37,2,4,4,1,0,2,3,0,3
35,4,4,4,0,0,1,4,0,3
36,3,3,8,1,1,3,2,0,1
34,4,4,3,1,1,1,4,0,3
22,2,4,2,1,1,3,2,0,3
39,4,4,5,1,1,2,4,0,2
24,2,3,3,1,1,2,3,0,1
35,2,3,6,1,0,3,2,0,3
38,2,4,5,1,1,3,3,0,1
25,2,4,3,1,1,3,2,0,3
45,1,2,1,1,0,3,3,0,1
23,4,4,2,1,1,1,4,0,1
44,2,1,3,1,0,3,2,0,1
35,4,4,4,1,1,1,4,0,2
48,3,4,11,1,1,1,4,0,1
29,4,4,3,1,1,3,4,0,3
31,3,3,6,0,1,3,1,0,3
29,2,3,5,1,1,2,4,0,3
29,3,2,0,1,1,2,2,0,1
33,3,3,8,1,1,3,4,0,3
27,4,4,2,0,0,2,4,0,3
17,3,3,1,1,1,2,4,0,3
26,4,4,1,1,0,1,3,0,2
41,1,4,5,1,0,2,4,0,3
26,3,2,5,1,1,2,2,0,3
35,4,3,2,0,1,3,4,0,3
27,3,4,4,1,1,3,3,0,3
30,4,4,3,1,0,2,4,0,1
24,3,4,4,1,1,3,1,0,3
24,2,4,1,1,0,4,4,0,1
32,4,4,1,0,1,1,4,0,1
49,1,3,6,1,1,2,4,0,1
21,3,4,3,1,1,1,4,0,2
28,4,4,2,1,1,1,3,0,2
29,2,3,4,1,1,2,1,0,3
25,1,3,1,1,1,4,2,0,1
45,3,3,5,0,1,1,3,0,2
18,3,4,1,1,1,3,4,0,2
44,4,4,1,1,0,1,4,0,1
23,3,4,2,1,1,3,4,0,1
47,1,1,6,1,0,3,1,0,1
36,4,4,2,1,1,3,3,0,1
27,2,4,4,1,1,3,4,0,3
42,1,3,9,1,1,3,2,1,1
25,4,4,1,1,0,3,3,0,1
34,3,3,6,1,1,3,4,0,2
32,3,4,0,1,1,3,4,0,1
36,4,4,3,1,1,1,4,0,2
28,4,4,1,1,0,1,3,0,1
33,2,2,3,0,0,2,4,0,1
32,4,4,4,1,1,2,4,0,2
30,4,4,1,1,0,3,2,0,3
27,4,4,3,1,1,1,4,0,1
32,2,4,3,1,1,3,4,0,3
43,1,2,8,1,1,2,4,0,1
24,4,4,0,0,1,1,4,0,1
34,4,4,3,1,0,3,4,0,2
25,2,4,3,1,1,1,3,0,3
23,4,4,1,1,1,3,4,0,2
39,3,4,3,1,1,1,4,0,1
29,4,4,2,1,0,1,3,0,2
28,3,4,2,0,1,3,3,0,2
38,2,2,10,1,1,3,2,0,1
34,4,4,3,1,1,1,4,0,2
46,4,4,4,1,1,1,4,0,2
40,3,4,8,1,1,3,3,0,1
27,3,4,2,1,0,2,2,0,1
38,4,4,4,1,1,2,4,0,2
42,3,3,8,1,1,4,3,0,1
35,2,3,8,1,1,3,3,1,1
40,4,4,3,0,1,3,4,0,1
35,1,2,9,1,0,3,1,0,2
49,4,4,4,1,1,3,4,0,1
21,2,2,0,0,1,4,4,0,3
28,2,3,1,1,1,3,1,0,1
45,4,4,1,1,1,1,3,0,1
41,4,4,4,1,0,1,4,0,2
36,3,2,6,1,1,3,2,0,2
37,3,3,6,1,1,3,3,0,3
35,2,3,5,1,1,3,3,0,3
26,3,4,3,1,1,3,2,0,1
31,4,4,3,0,0,4,4,0,2
44,1,4,2,1,1,1,3,0,2
22,2,4,0,1,1,3,3,0,1
38,2,3,3,1,1,2,4,0,3
45,4,4,3,0,1,2,4,0,2
