age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
49,3,4,4,1,1,3,4,0,2
25,4,4,3,1,1,1,4,0,3
44,4,4,7,1,1,2,4,0,2
35,4,4,6,1,1,1,4,0,3
37,2,3,6,1,1,3,4,0,3
48,2,3,8,1,1,1,4,0,1
31,3,3,2,1,0,3,3,0,1
40,2,3,6,1,1,1,2,0,2
33,2,4,3,1,1,3,4,0,3
36,3,3,4,1,1,1,3,0,2
22,3,4,3,1,1,2,3,0,3
32,4,4,2,1,0,3,4,0,2
27,3,3,3,1,1,2,2,0,3
44,1,3,4,1,1,3,3,1,1
24,3,4,1,1,1,3,4,0,3
25,3,3,3,1,1,2,1,0,3
28,4,4,3,0,0,1,4,0,1
46,4,4,2,1,0,1,4,0,2
20,3,4,1,1,1,2,4,0,2
29,4,4,2,1,0,1,3,0,2
49,4,3,5,1,1,2,3,0,1
30,2,4,3,1,1,3,4,0,2
30,2,2,4,1,1,2,4,0,3
28,3,4,2,1,1,3,4,0,3
41,4,4,5,1,1,1,4,0,3
31,3,3,2,1,0,2,3,0,1
35,3,4,5,1,0,2,2,0,1
25,2,3,0,1,1,2,1,0,1
29,4,4,2,1,0,1,3,0,2
24,2,4,2,1,1,3,4,0,1
31,4,4,2,0,1,1,4,0,3
22,4,3,1,1,1,2,2,0,3
25,2,4,3,1,1,3,3,0,3
41,3,4,3,0,1,2,4,0,2
37,3,4,0,1,1,3,4,0,1
35,1,2,0,1,0,4,4,0,1
24,1,2,3,1,1,3,2,0,3
25,3,3,1,1,1,3,1,0,1
45,4,4,1,1,1,1,4,0,1
25,2,3,1,1,1,3,1,0,3
46,4,4,10,1,1,1,3,0,1
36,1,3,6,1,1,3,2,0,3
23,3,4,2,1,0,2,3,0,1
47,4,4,4,0,1,2,4,0,2
21,4,4,1,1,1,3,4,0,1
41,4,4,4,1,1,1,4,0,2
38,3,4,7,1,1,3,2,0,3
38,3,3,4,0,0,3,2,1,1
17,2,2,1,1,1,3,2,0,3
22,2,2,2,1,1,3,1,0,1
29,4,4,1,1,1,1,3,0,1
21,3,4,0,1,0,3,1,0,1
