age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
43,3,3,4,1,1,2,4,0,1
38,2,3,6,1,1,3,2,0,1
25,4,4,1,1,0,1,4,0,2
19,2,2,2,1,1,3,1,0,1
30,3,4,2,1,1,1,4,0,2
29,4,3,4,1,0,3,2,0,2
22,3,4,1,1,0,1,4,0,3
33,4,4,2,1,1,2,4,0,3
17,3,4,1,1,1,3,3,0,3
25,4,4,1,1,0,1,4,0,2
30,4,4,3,1,1,2,1,0,2
30,4,4,3,1,1,2,1,0,2
34,4,4,2,0,1,1,4,0,1
25,4,4,1,0,1,2,3,0,1
29,3,4,2,1,1,1,3,0,1
26,4,4,1,0,0,2,4,0,3
29,4,3,4,1,0,3,2,0,2
43,3,3,4,1,1,2,4,0,1
31,3,3,3,1,1,3,1,1,3
44,3,4,6,1,1,3,2,0,2
34,4,4,2,0,1,1,4,0,1
30,3,4,7,1,1,2,4,0,2
26,3,2,5,1,1,2,2,0,3
25,3,3,1,1,1,3,1,0,2
34,3,4,3,0,1,1,4,0,2
29,4,4,2,1,1,1,4,0,2
