age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
39,1,1,5,1,0,3,1,1,1
35,3,4,5,1,1,1,4,0,3
24,4,4,1,1,1,3,3,0,1
45,3,3,6,0,1,2,4,0,2
29,3,4,3,1,1,1,3,0,2
34,4,3,0,0,0,3,3,0,1
41,4,4,4,0,0,2,4,0,2
36,4,4,3,1,0,2,4,0,2
32,3,2,5,1,1,3,3,0,3
24,4,4,2,1,0,3,3,0,3
43,4,4,5,0,1,1,4,0,3
20,3,4,1,1,1,3,2,0,2
47,3,3,2,1,1,2,4,0,1
31,3,3,3,1,1,2,1,1,3
21,2,4,2,1,1,3,1,0,1
26,4,4,1,1,0,2,3,0,2
28,2,4,0,1,1,3,1,0,1
49,2,4,6,0,1,2,3,0,1
48,3,4,11,1,1,1,4,0,1
25,3,4,3,1,0,3,4,0,3
25,2,3,1,1,0,4,4,0,2
49,4,4,6,0,0,1,4,0,1
25,1,4,2,1,0,3,3,1,1
44,2,3,1,0,1,2,4,0,2
26,3,4,2,1,1,3,3,0,2
33,4,4,5,1,1,3,3,0,3
