age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
44,4,4,3,1,0,1,4,0,2
35,4,4,9,1,0,4,4,1,3
37,1,3,3,1,1,1,3,0,3
43,4,4,5,1,1,1,1,0,1
44,4,4,7,1,1,3,2,0,3
18,3,6,1,1,0,3,3,0,2
36,2,2,5,1,1,1,2,0,1
26,2,2,2,1,1,2,3,0,2
27,4,4,1,0,1,3,4,0,2
41,4,4,4,1,0,1,4,0,1
37,2,4,1,0,0,3,4,0,1
47,1,2,2,1,0,4,3,0,1
34,4,3,2,1,1,1,2,0,1
39,3,4,9,1,1,3,4,0,3
28,4,3,1,1,1,3,1,0,3
23,4,2,1,1,1,2,4,0,3
30,2,3,3,1,1,3,1,1,1
17,2,2,1,1,1,3,3,0,3
28,3,3,0,1,1,3,3,1,3
32,2,4,5,1,0,3,4,0,2
32,3,4,5,1,0,1,3,0,1
46,4,4,3,1,1,1,4,1,1
37,3,3,8,1,1,3,2,0,3
27,2,2,4,1,1,1,4,1,1
41,2,3,4,0,1,2,2,0,2
-1,2,2,0,1,0,3,2,0,2
