age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
30,3,3,2,1,1,2,3,0,2
25,4,4,2,1,1,1,3,0,3
32,4,4,2,1,0,1,3,0,3
32,4,4,2,1,0,3,4,0,3
30,4,4,1,0,1,2,4,0,2
35,2,2,6,1,1,3,4,0,2
39,4,4,3,1,1,1,4,0,2
35,2,2,6,1,1,3,4,0,2
32,4,4,2,1,0,3,4,0,3
23,3,4,4,1,1,3,1,1,1
39,4,4,3,1,1,1,4,0,2
23,4,4,1,1,1,3,4,0,2
36,2,3,4,1,1,3,1,1,1
34,3,3,6,1,1,1,4,0,3
23,4,4,1,1,1,3,4,0,2
32,2,2,8,1,1,2,1,0,3
38,1,3,2,1,0,3,3,1,1
35,1,2,5,1,1,2,2,1,3
22,4,4,1,0,1,3,1,0,3
23,3,4,4,1,1,3,1,1,1
36,2,3,7,1,1,3,3,0,3
22,4,4,1,0,1,3,1,0,3
44,1,4,9,1,1,1,2,0,1
19,2,3,0,1,0,2,2,0,1
28,4,4,3,0,1,1,4,0,1
44,3,4,5,1,0,1,4,0,3
36,2,3,4,1,1,3,1,1,1
39,4,4,3,1,1,1,4,0,2
20,3,4,2,1,1,3,2,0,1
35,1,2,5,1,1,2,2,1,3
23,4,4,1,1,1,3,4,0,2
19,2,3,0,1,0,2,2,0,1
30,3,3,2,1,1,2,3,0,2
35,2,2,6,1,1,3,4,0,2
33,4,4,2,1,0,1,4,0,3
22,4,4,1,0,1,3,1,0,3
19,2,3,0,1,0,2,2,0,1
23,3,4,4,1,1,3,1,1,1
30,3,3,2,1,1,2,3,0,2
39,4,4,3,1,1,1,4,0,2
38,1,3,2,1,0,3,3,1,1
19,2,3,0,1,0,2,2,0,1
30,4,4,1,0,1,2,4,0,2
20,3,4,1,0,1,2,4,0,3
20,3,4,2,1,1,3,2,0,1
32,2,2,8,1,1,2,1,0,3
24,4,4,2,1,1,1,4,0,3
35,2,2,6,1,1,3,4,0,2
34,3,3,6,1,1,1,4,0,3
35,2,2,6,1,1,3,4,0,2
23,3,4,4,1,1,3,1,1,1
36,2,3,7,1,1,3,3,0,3
19,2,3,0,1,0,2,2,0,1
30,4,4,2,1,1,1,4,0,1
20,3,4,2,1,1,3,2,0,1
22,4,4,1,0,1,3,1,0,3
36,2,3,4,1,1,3,1,1,1
44,1,4,9,1,1,1,2,0,1
24,4,4,2,1,1,1,4,0,3
35,2,2,6,1,1,3,4,0,2
35,2,2,6,1,1,3,4,0,2
37,4,4,2,1,0,3,3,0,2
23,3,4,4,1,1,3,1,1,1
44,1,4,9,1,1,1,2,0,1
35,2,2,6,1,1,3,4,0,2
25,4,4,2,1,1,1,3,0,3
19,2,3,0,1,0,2,2,0,1
32,4,4,2,1,0,1,3,0,3
23,3,4,4,1,1,3,1,1,1
20,3,4,2,1,1,3,2,0,1
30,4,4,1,0,1,2,4,0,2
20,3,4,2,1,1,3,2,0,1
30,3,3,2,1,1,2,3,0,2
36,2,3,4,1,1,3,1,1,1
24,4,4,2,1,1,1,4,0,3
39,4,4,3,1,1,1,4,0,2
38,4,4,5,1,1,2,3,0,3
32,2,2,8,1,1,2,1,0,3
20,3,4,2,1,1,3,2,0,1
