age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
26,4,3,1,1,0,1,3,0,1
19,4,4,1,1,0,2,4,0,2
39,1,2,1,1,1,4,3,0,2
31,3,2,1,1,1,3,1,0,1
35,1,2,4,1,0,3,4,1,3
18,2,4,2,1,1,2,3,0,2
33,4,4,1,1,1,2,3,0,1
30,2,4,4,1,0,1,4,0,1
32,2,3,3,1,1,3,4,0,3
32,1,1,5,1,1,3,3,0,3
48,2,3,3,1,1,3,4,0,3
32,2,4,3,0,1,1,3,0,1
44,3,3,2,1,1,3,4,0,1
19,1,4,3,1,1,3,4,0,3
31,4,3,4,0,1,3,3,0,3
32,3,4,7,1,1,3,4,0,1
30,3,2,16,1,1,3,3,0,3
22,2,3,0,1,0,3,2,0,1
32,3,4,4,1,1,3,4,0,1
29,4,4,1,1,1,1,3,0,1
24,3,1,6,1,1,3,4,0,1
42,2,4,1,1,1,1,4,0,2
25,4,4,4,1,1,1,4,0,1
30,4,3,8,1,1,3,4,1,3
24,4,4,2,1,1,3,4,0,1
35,4,4,8,1,1,1,2,0,2
23,2,3,1,1,1,2,4,0,2
35,4,4,5,0,0,1,4,0,1
22,1,3,2,1,1,1,3,0,1
19,2,4,5,1,1,3,4,0,1
10,3,4,0,1,0,1,3,0,1
24,4,4,1,1,1,1,2,0,3
46,2,3,4,1,0,3,1,0,2
47,4,4,6,1,0,4,1,0,2
39,1,4,2,1,1,3,3,0,1
38,2,3,9,1,1,3,3,0,3
28,2,3,2,1,1,4,2,0,1
32,2,3,0,1,1,2,2,0,1
30,2,2,3,1,1,3,3,0,3
24,2,3,3,1,1,4,1,0,3
26,3,4,3,1,1,3,4,0,2
21,2,4,3,0,1,2,3,0,3
24,2,2,3,1,1,3,3,0,2
26,2,1,3,1,0,3,3,0,1
24,3,3,5,0,1,3,4,0,1
30,4,4,4,1,1,3,4,0,1
37,2,3,0,1,1,3,3,0,1
22,5,4,4,1,1,2,4,0,2
25,3,1,3,1,0,3,4,1,3
47,4,3,4,1,1,1,3,0,3
21,3,4,1,1,1,3,2,1,3
35,4,4,4,1,1,2,4,0,2
