age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
38,4,4,6,1,1,3,3,0,2
35,1,2,0,1,0,4,4,0,1
35,4,4,6,1,1,1,4,0,3
49,1,2,8,1,1,3,1,1,1
41,4,4,5,0,1,2,4,0,2
25,4,4,1,0,1,1,4,0,3
29,4,4,3,1,1,1,4,0,2
29,2,3,4,1,1,3,2,0,3
33,2,4,3,1,1,3,4,0,3
41,4,4,6,0,1,1,4,0,2
29,3,4,4,1,0,1,3,0,3
46,1,2,7,1,1,3,1,1,1
35,1,3,7,1,0,2,3,1,2
26,3,4,2,1,1,1,3,0,3
21,3,4,1,1,1,2,3,0,1
37,4,4,3,1,1,2,4,0,3
37,4,4,3,1,0,1,4,0,3
45,2,2,7,1,1,3,1,1,1
41,4,4,3,1,0,2,3,0,2
29,3,4,4,1,1,1,4,0,1
22,4,4,1,0,1,3,1,0,3
44,2,4,4,1,1,3,3,0,2
48,2,1,3,1,0,4,3,0,1
25,3,3,1,1,1,3,1,0,1
27,2,2,3,1,1,2,2,1,3
35,4,4,3,0,1,3,4,0,3
