age,education,partner_education,n_children,islam,working,husband_occupation,living_standard,media_exposure,contraceptive
26,3,2,4,1,1,3,4,0,3
27,2,2,5,1,1,3,1,0,3
24,1,4,1,1,0,4,2,1,2
34,4,4,4,1,1,3,3,0,2
28,2,2,1,1,1,3,2,0,1
46,2,3,6,0,0,3,4,0,3
32,2,2,8,1,1,2,1,0,3
49,2,3,0,1,1,1,2,0,1
47,1,4,7,1,1,2,3,0,1
25,3,4,3,1,0,3,4,0,3
26,3,4,3,1,1,3,2,0,3
25,1,2,2,1,1,2,1,0,3
27,4,4,2,1,1,1,3,0,2
39,3,4,1,0,1,3,4,0,1
46,4,4,10,1,1,1,3,0,1
26,4,4,2,1,0,1,4,0,3
23,3,3,1,1,1,2,2,0,3
43,1,2,1,1,1,3,4,1,1
28,3,4,0,1,1,3,2,0,1
24,2,4,3,1,1,3,3,0,3
32,4,4,2,1,0,3,4,0,3
36,2,3,7,1,1,3,3,0,3
27,4,4,3,1,1,1,3,0,2
37,2,3,4,1,1,2,3,0,1
29,3,3,3,1,1,2,1,0,3
20,3,4,2,1,1,1,3,0,3
47,1,2,7,1,0,3,2,0,1
48,3,4,5,1,1,2,3,0,1
28,3,4,0,1,0,1,3,0,1
28,4,4,1,1,1,3,2,0,3
23,2,2,1,1,1,2,4,0,3
31,3,3,1,1,0,3,4,0,1
32,3,4,0,1,1,3,4,0,1
32,3,3,2,1,0,3,4,0,2
36,3,3,5,1,0,1,3,0,2
40,2,3,6,1,1,1,2,0,2
34,4,4,4,1,1,2,3,0,1
39,4,3,4,1,1,3,4,0,3
45,4,4,4,1,1,2,3,0,1
33,4,4,5,1,1,3,3,0,1
22,1,2,0,1,1,2,4,0,1
30,3,3,4,1,0,3,2,0,3
44,4,4,3,1,0,1,4,1,1
25,4,4,0,1,0,2,4,0,1
18,3,2,1,1,1,3,1,0,1
32,2,4,5,1,1,3,4,0,3
25,3,2,1,1,0,3,3,0,1
41,4,4,6,0,1,1,4,0,2
47,4,4,1,1,0,1,3,0,1
33,2,2,6,1,0,3,4,0,2
49,1,2,5,1,0,2,2,1,1
25,1,4,1,1,1,2,1,0,1
